-0.11,0.02,-0.36,-0.11,0.48,-0.2,0.27,0.0130897182589111,-0.34,-0.05,0.23,0.08,-0.45,0.25
-0.3,-0.37,-0.18,-0.09,-0.16,-0.16,-0.1,-0.09,0.46,0.32,0.02,0.31,0.4,-0.07
0.5,0.18,0.41,-0.0965675409254486,-0.0908348644103351,0.15,-0.25,-0.41,-0.07,-0.13,-0.0417362293262315,-0.01,-0.28,-0.09
0,-0.11,-0.0223795332336806,0.19,0,0.0265693332685569,0.18,0.18,-0.23,-0.16,0.03,-0.12,-0.11,0.23
0.4,-0.16,0.31,-0.34,0.02,0.21,-0.7,0.11,0.08,0.05,-0.09,0.07,0.04,-0.01
0.39,-0.18,-0.09,-0.04,-0.25,-0.69,-0.64,-0.38,0.41,0.33,-0.62,0.23,0.92,0.61
0.5,-0.24,-0.16,-0.0507813557150464,0.04,0.00549017331484099,-0.11,0.0328241211351733,-0.04,-0.01,-0.00653503138207436,-0.15,0.05,-0.11
-0.52,-0.48,-0.73,-0.206825413920361,-0.4,-0.01,-0.34,0.55,0.299918212207918,0.37,-0.29,0.63,0.87,0.28
-0.87,-0.17,0.1,-0.105444973996398,0.0597481506908571,0.52,-0.28,0.0992033513184799,0.09,-0.01,0.08,-0.15,-0.16,-0.16
-1.39,-0.57,-0.16,-0.02,0.3,0.41,0.03,0.5,0.48,0.51,-0.11,0.14,-0.06,-0.05
-0.133394577204835,-0.58,0.19,0.02,0.148949716974,0.11,0.02,0.155294925933607,0.13,0.13,-0.22,0.02,-0.3,-0.12
-0.47,-0.63,0,-0.29,0.13,0.43,0.33,0.244002627061828,0.28,0.31,-0.08,0.155359904680918,-0.13,-0.23
-0.64,-0.04,-0.07,-0.09,-0.06,-0.0199947078999794,-0.0915654935979907,-0.03,0.09,0.33,0.33,-0.09,0.0278168245877068,-0.07
-0.36,-0.53,0.23,0.81,0.22,-0.06,0.0278335081378197,-0.22,0.14,0.2,-0.16,-0.1,0.03,-0.04
0.561046235356794,0.17,0.12,-0.01,-0.58,-0.48,-0.41,0.08,0,-0.35,-0.2,0.2,0.15,0.37
0.42,-0.23,-0.1,-0.12442083132887,-0.1,-0.127224016369679,-0.01,-0.0300102054075012,-0.07,-0.19,0.02,0.5,0,0.19
0.47,0.29,0.03,0.06,-0.12,-0.04,-0.04,-0.029162775454624,-0.27,-0.21,-0.0313021636070241,-0.25,-0.01,0.09
-0.0119119547950172,-0.44,-0.02,0.51,0.7,0.112876350379996,0.26,0.41,-0.02,-0.05,0.04,-0.34,-0.38,0.07
0.11,-0.0719876715069607,0.05,0.11,0.52,0.32,0.43,-0.12,-0.12,-0.25,0.01,-0.35,-0.121205078301425,0.07
0.4,-0.54,-0.24,-0.33,-0.24,-0.07,-0.01,0.13,0.24,0.06,-0.24,0.16884826996795,0.46,0.22
-0.5,-0.197958095233101,0.24,0.75,0.66,0.53,0.44,-0.05,-0.0869952467140728,-0.03,-0.06,-0.55,-0.6,-0.48
0.24,-0.09,0.9,0.0209269322578179,-0.04,0.01,0.13,-0.04,-0.21,-0.03,0.04,-0.065957967515401,-0.177893181940107,-0.02
