"T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T41","T42","T43","T44","T45","T46","T47","T48","T49","T50"
0.19134837,0.17934881,-0.28387511,-0.62902392,-0.32701731775,-0.069940474,-0.53191901,-0.13305716,0.083759597,-0.41188095,-0.30744174,-0.49965806,-0.27484877,0.19881467,-0.04420609392,-0.15178034,0.55601692,0.061183468,0.023176229,-0.028411064,0.17631443,0.28858072,-0.41572623,-0.22475559,0.020366393,-0.16554227,0.033928485,0.016577476,-0.0769668539,-0.081231817,0.027406839,-0.024819763,0.2170613,0.4827241,0.043246099,0.15799714,-0.46032401,-0.072450414,0.28638125,0.002453968,0.033607005,0.31838968,0.15872173,-0.34432023,-0.69749251,-0.55064097,0.31877295,-0.3319639,-0.23699532933,-0.36948818
-0.1250508,-0.45334153,0.21163343,0.54181064,0.10418113657,-0.22711192,0.12854733,0.024037389,0.15038293393,-0.02546909479,0.08430204335,0.021205627,-0.32433407,0.081762019,-0.33045262,-0.25528527,-0.048603163,-0.18980123,-0.09308887763,-0.012056388,-0.13918222,-0.03265523619,-0.46212913,0.040005063,-0.39329796,-0.28884697,-0.19275217,-0.1446324,-0.14688891,-0.24893529,0.012564369,-0.17033101979,0.11399882,-0.15255373,-0.12307369,-0.013060378,-0.053121029,0.08788628,-0.36541501629,-0.40650515,-0.1341902,-0.13795978,-0.14097328,-0.021793307,-0.29602658,-0.47811666,-0.23920047,-0.12530744,0.28808102,-0.06149963399
0.2253765,-0.26036622,0.53310214,0.70865261,0.22087725,-1.1445878,0.78064562,-0.82552446,-0.69140531,0.23905216,0.38310199038,-0.004535247,-1.2628699,0.2302761232,-0.85956095,0.30371324,-0.60844073,-0.017805376,0.22845394,-0.42688727,-0.5280430366,-0.042426619,-0.63954541,-0.70533568952,-0.043001969,0.04459411425,-0.19787359173,-0.38331053502,-0.85774916,-0.34420824184,-0.23302746,-0.23273229,-0.27303226525,-1.0926764,-0.41284400881,-0.14089917,0.89274347,-0.53922628043,-0.6764531,-0.40773128,-0.82759409,0.39135726,0.0860297,0.06833471,-0.087718121,-0.39369203,0.036135881,-0.001274149,-0.086012949,-0.25198179
0.033118401,-0.11934393,0.16404781,0.37773367,0.21946531759,0.16803209,0.39941510055,-0.31389395,-0.11246103,0.28847237,0.38265187,0.50870121,-0.6050385,0.4622847,0.59077915,-0.00508618355,0.36620681,-0.090033701,-0.31010741,-0.2959434,-0.17941147,-0.2092161,-0.36707427,-0.25640569,-0.10601727,0.18272602,0.35829857,-0.03426153908,0.17651479,-0.073374786,0.21983116,0.19020274,0.16048112741,0.56507279,0.33816915882,0.16321938,0.10915577151,0.05202898,0.17612437894,0.18229066,0.38959864,0.20766097,0.21090627,-0.00522980149999999,-0.26722279,-0.18218296926,0.26442484,-0.1074196,0.010528091,0.34772961
0.032129444,-0.11165639,-0.47107573,0.075862907,-0.006040899,-0.5012071,0.18748968,-0.20588674,0.20266224,-0.22016759593,-0.32585384,-0.45890304,-0.25244007,0.18753479,-0.25679914349,-0.25201428,-0.18391927,-0.052799106,0.074928878,-0.076946004,0.098992468,0.12466961,-0.0513747,-0.28371856,-0.34756213,-0.1795927504,-0.30529518372,-0.19052695,0.49864524,-0.056541255,-0.1154229965,-0.27100725,-0.038103587,0.032051044,-0.03377838,-0.21559539,-0.40946314,-0.36569349,-0.47007703,-1.0865325,-0.28699271,0.11749868,-0.19919083,-0.23603573,-0.3608045052,-0.65248305,0.017264516,-0.19093862,-0.26723903121,-0.71105647
0.03819784156,-0.14006915,0.059588559,0.60648612,0.55325973,-0.022575915,0.832617,-0.19560288,0.17426537,0.31657562,0.42690485,0.5332464,0.32646818,0.19659001262,0.13803656246,0.050004655,0.40217155,0.017267683,-0.090139403,0.011722974,-0.008934492,0.03284867,-0.11860427,-0.048076643,0.1463206,0.32577324,0.10500495,0.16703045,0.20275724,-0.13133036,0.26855223,0.27757793,0.05740007815,0.57363888,0.37479758,0.15785881,0.18715163,0.091832795,0.24430706,0.512472,0.16905333,0.37563235651,0.28194892,0.008304732,-0.1745023,-0.08140755531,0.5592646,0.13001191,0.37092512,0.20303822
0.61900082,0.50504501,0.44139005,0.63580058,0.40393321,0.4666081344,1.0559074,0.43108991555,0.60921516392,0.68504101,0.73304542,0.41136023,0.99945628,0.05263332789,-0.24197916,0.31775632,0.29117978479,0.12680578,0.44997772,0.40616663,0.34971855,0.33425313,0.75237982,-0.12632591,0.47310108,0.54854886,-0.18426647905,0.47145181,0.2643496386,0.23824599,0.12112155736,-0.15437244,-0.4581309,0.041655361,0.26064364,-0.059836998,-0.092243196,0.28872111,-0.055723645,0.18497529878,-0.11502354078,-0.21996222,-0.23967916,1.0130211,0.045017166,0.24485282212,0.40148458,0.57394883788,0.31115876,0.37156232
0.60186882,0.028275662,0.81923444,1.383876,1.0739335,0.38710853357,1.126067,0.14528879,0.2695672,0.85144332,1.0441329,0.52063962667,0.76854826,0.10692019,0.074694344,0.094600151,0.4349567,0.42154892,0.266732,0.40174652,0.19447343,0.17570432523,0.080283978,0.13086112,0.59664597,0.34038239762,-0.13580987327,0.64002168905,0.62611253,0.23138411065,0.038669445,0.36694021,-0.04776807719,0.50099489,0.053511255,0.20538175,0.21382113,-0.0227815,0.053523997,0.38088206127,-0.03996364,0.26109667,0.15865796,0.14148926,0.01737361175,-0.059766572,0.8084765,0.26115944106,0.25638809741,-0.065875548
-0.88483778,0.69991518,-0.26437017018,-0.72272855,-0.82875041,-0.23903624293,-0.83466829,-0.32903237422,0.35453976,-0.55925039473,-0.90352222,-0.21739788044,1.2363879,0.16195236,-0.87946355,0.43317402,-0.38056962,-0.17398291,0.00634399,0.21406482269,0.94700511,0.41437299,0.39730840751,0.31794199,0.090617543,0.81130545,-0.17505432,0.30951305,-0.3758048,-0.1256079904,0.46198352,-0.45352779416,-0.34251066536,0.12185619846,-0.60913821,-0.0800310922499999,-0.09522666046,1.0653709,-0.25226614,-0.50617945,-0.32075965743,0.3828504,-0.14338459,0.6109332,0.1520274375,0.36959105,-0.021464966,0.44399485248,-0.47498199,0.34363972749
0.071789561,-0.46987165,0.070977056,0.66492979,0.50393125,-0.07698569172,0.38235484,-0.18059544,-0.20743651,0.29118929258,0.1740818,0.21816892064,0.22276357,0.19792825,-0.13309222,-0.036433528,0.29263056,0.03514720789,-0.36396566,-0.062511174,-0.067928702,-0.09719166777,-0.17508916,-0.23455141,-0.047189654,0.068567298,-0.04434541,0.16380482296,-0.05652152,-0.10775951,0.20279024276,0.21120356,0.16679377,0.34446311186,0.24500317195,0.25458527,0.10165344,0.13488875,0.47762548,0.38063951,0.11563689,0.33106289885,0.21628979,-0.060919139,0.039529844,-0.25734653,0.58596979,0.0558228606,0.1974779951,-0.064479778
-0.19405331,-0.58071895,-0.99524265,-0.96339508,-0.96594313,-0.70512417,-0.52367764414,-1.242891,0.082457392,-0.82233702,-0.47324942,-0.57545752,-0.67942623,-0.71785705019,-0.67559095,-0.69598108,-0.47732638,-0.69779099,-0.65273651,-0.88953758,-0.45645125307,0.17924441,-0.92641361,-0.31728174,-1.204042,0.042910119,-1.1237582,-0.83680944,-0.84260414,-0.4333056126,-1.0408823,-0.89333499,-0.61298716,-0.58779445,-0.93797919,-1.0874815,-0.23055464,-0.85913621365,-0.59148271,-1.0278649,-0.7643419521,-0.84083463,-0.34718755,-0.53458468,-0.17336617,-0.52093238,-0.66633051,-0.07484196,-0.36805383282,0.069103298
0.74037654,0.034229257,0.7026177,1.363475,0.98574161,0.19361552,1.6807847,0.008513424,0.904143180870001,1.0499243,1.033963,1.2139352,0.48079444,0.12650248,0.081548973,0.26592764,0.68897182,0.554181363,0.1509586,0.048602816,0.27561043,-0.17429645,0.1836047,0.16433765,0.6396073,0.56939949,0.20237751,0.63437787,0.47399619,0.10820844888,0.38990958,0.33271347,-0.044330813,0.64515141,0.58071874,0.39285063,0.32020061058,0.38909042,0.60461535,0.55672159097,0.31037542,0.73928548,0.56933584,-0.12780256,0.1600301,0.05356729,0.75134238,0.20553468,0.2201328354,-0.26622867452
0.28546366546,0.52443213455,0.08764803789,-0.16798172,-0.36140019,0.75735481,-0.18248354,0.55754812,1.8207999,0.29618858,-0.068674113,0.61553253409,0.81544564,0.48394313,1.4964889,0.482865,1.3485286,0.3953294766,0.83779366,0.40522961881,0.31244357042,0.14949128,0.5052451603,0.17591945577,0.50166302,0.8231278,1.3244337,1.2709895,0.24543408,-0.068759598,1.5924587,2.8336829,1.5849625,0.83520681198,1.2237028,1.3269286,1.1015321,1.6210449,0.97280321,0.72565400706,1.2903427,0.77573354,1.2178071,-0.65055629,0.29484724,0.90486666,0.71943926331,0.53929478,-0.48338614,-0.36601708
-0.52578631,0.3592176634,-0.72417016,-0.19431780151,-0.30364632,0.07980716032,0.16337741,-0.029742492,0.91553134,-0.66015102,-0.5431394,-0.38590711,0.53462237,0.17122555677,-0.16769625,0.73243229,0.5571703,0.088877842,0.30116794879,0.30978887,0.62929468,0.28476066006,0.45029072,0.31747612,0.34710247,1.0146025,-0.18430361463,0.29566218,0.06667922984,-0.038904159,0.06657320801,0.13634208,0.009453661,0.32893479749,0.16976367,-0.036951126,-0.048782403,0.3452791,-0.39466245,-0.030277825,-0.69393931,0.32358322921,0.21397536636,-0.1524172,0.22921349,0.31993465,0.078594901,0.34524483,0.35991427,0.008203273
